Market,DealerCode,MLI,Months,channel,payment,BusinessY,BusinessM,BusinessQ,MKTG,UCC,channel_1,LOC_Invoiced,LOC_BDN,LOC_RRP,USD_Invoiced,USD_BDN,USD_RRP,qty
NLD,05199,0444,202501,1000,E,2025,1,1,0,#,1000,295.25,189.73,271.19,349.503959,224.59402588,321.02278964,52.0
NLD,14494,0531,202501,1000,E,2025,1,1,0,#,1000,191.47,171.67,201.96,226.65376132,203.21539252,239.07136176,3.0
NLD,27500,0187,202501,1000,E,2025,1,1,0,#,1000,3048.9,1432.3,2864.6,3609.1536684,1695.4937188,3390.9874376,124.0
NLD,21795,0617,202501,1101,E,2025,1,1,0,Schadenet,1101,2578.66,1663.05,2375.79,3052.50424696,1968.6454158,2812.35566724,8.0
NLD,01293,0022,202501,1108,I,2025,1,1,0,#,1108,560.59,581.79,831.08,663.60177604,688.69740324,983.79593648,268.0
NLD,05181,0187,202501,1108,I,2025,1,1,0,#,1108,10685.08,11706.91,23413.82,12648.52756048,13858.12495396,27716.24990792,1077.0
NLD,14400,0570,202501,1108,I,2025,1,1,0,#,1108,2404.49,2382.74,3665.74,2846.32946444,2820.58277144,4339.34171944,23.0
NLD,05181,0184,202501,1109,I,2025,1,1,0,#,1109,10.26,10.76,15.38,12.14533656,12.73721456,18.20616728,2.0
NLD,01292,0577,202501,1000,I,2025,1,1,0,#,1000,88.28,118.16,157.64,104.50197968,139.87260896,186.60729584,28.0
NLD,03783,0385,202501,1000,E,2025,1,1,0,#,1000,5218.33,2672.84,4454.38,6177.22944748,3163.99038704,5272.89905128,106.0
NLD,05176,0322,202501,1000,E,2025,1,1,0,#,1000,1068.54,790.19,1436.72,1264.89063624,935.39215364,1700.72592032,14.0
NLD,05178,0022,202501,1000,E,2025,1,1,0,#,1000,835.06,646.31,923.26,988.50728536,765.07334036,1092.91456456,295.0
NLD,13690,0132,202501,1000,E,2025,1,1,0,#,1000,1493.94,670.19,1340.38,1768.46043864,793.34143364,1586.68286728,39.0
NLD,19700,0385,202501,1000,E,2025,1,1,0,#,1000,5144.95,2206.16,3676.64,6090.3654322,2611.55513696,4352.24465984,88.0
NLD,21793,0385,202501,1000,E,2025,1,1,0,#,1000,6592.0,3241.74,5402.47,7803.319552,3837.42917544,6395.20627732,129.0
NLD,27591,0489,202501,1000,I,2025,1,1,0,#,1000,214.27,140.11,200.16,253.64339812,165.85605316,236.94060096,2.0
NLD,01200,0385,202501,1000,E,2025,1,1,0,#,1000,2070.27,1286.28,2143.63,2450.69453412,1522.64166768,2537.53487428,51.0
NLD,03780,0503,202501,1000,E,2025,1,1,0,#,1000,810.51,638.75,912.49,959.44607556,756.124145,1080.16551244,7.0
NLD,05100,0055,202501,1000,W,2025,1,1,0,#,1000,33.13,43.77,62.53,39.21783628,51.81300012,74.02026268,3.0
NLD,05185,0385,202501,1000,E,2025,1,1,0,#,1000,3372.81,1619.9,2699.62,3992.58407436,1917.5663444,3195.69137272,64.0
NLD,19700,0487,202501,1000,W,2025,1,1,0,#,1000,11.22,10.36,14.8,13.28174232,12.26371216,17.5195888,2.0
NLD,27598,0113,202501,1000,E,2025,1,1,0,#,1000,131.87,114.43,163.47,156.10190372,135.45719908,193.50859332,2.0
NLD,19500,0193,202501,1101,E,2025,1,1,0,#,1101,103.67,97.4,162.33,122.71998452,115.2978344,192.15911148,1.0
NLD,27500,0455,202501,1101,E,2025,1,1,353,Schadenet,1101,2232.12,2276.52,3502.32,2642.28544272,2694.84420912,4145.89231392,54.0
NLD,04900,0022,202501,1109,E,2025,1,1,0,#,1109,117.25,105.17,150.24,138.795391,124.49561852,177.84750144,39.0
NLD,03760,0709,202501,1101,I,2025,1,1,0,ASP,1101,164.18,157.57,262.62,194.34906008,186.52443292,310.87800072,1.0
NLD,21780,0459,202501,1101,E,2025,1,1,353,Schadenet,1101,301.22,308.75,441.06,356.57098232,365.484665,522.10742136,7.0
NLD,21795,0161,202501,1101,E,2025,1,1,0,#,1101,294.54,258.22,368.89,348.66349224,305.66947432,436.67575084,8.0
NLD,21795,0557,202501,1101,E,2025,1,1,0,ABS,1101,48.6,48.67,69.51,57.5305416,57.61340452,82.28287956,9.0
NLD,08497,0116,202501,1000,E,2025,1,1,0,#,1000,256.11,200.84,365.14,303.17174916,237.74555504,432.23666584,46.0
NLD,27590,0102,202501,1000,E,2025,1,1,0,#,1000,1250.53,575.12,1150.24,1480.32239068,680.80175072,1361.60350144,66.0
NLD,08400,0451,202501,1101,E,2025,1,1,0,#,1101,992.89,921.17,1315.96,1175.33949484,1090.44051452,1557.77554576,7.0
NLD,03780,0020,202501,1000,E,2025,1,1,0,#,1000,12.4,9.22,13.17,14.6785744,10.91423032,15.59006652,2.0
NLD,05176,0223,202501,1000,E,2025,1,1,0,#,1000,308.77,186.11,338.4,365.50834012,220.30882916,400.5830304,14.0
NLD,08400,0069,202501,1000,E,2025,1,1,0,#,1000,3063.69,1709.15,3107.55,3626.66141964,2023.2165674,3678.5809578,21.0
NLD,14494,0102,202501,1000,E,2025,1,1,0,#,1000,1720.72,738.95,1477.9,2036.91262432,874.7364962,1749.4729924,84.0
NLD,05194,0472,202501,1000,E,2025,1,1,0,#,1000,42.22,32.24,46.06,49.97817832,38.16429344,54.52380136,6.0
NLD,21700,0132,202501,1000,E,2025,1,1,0,#,1000,1600.66,757.24,1514.48,1894.79087896,896.38739344,1792.77478688,44.0
NLD,21781,0184,202501,1000,E,2025,1,1,0,#,1000,638.14,478.07,683.01,755.40205384,565.91823092,808.51718556,38.0
NLD,27580,0193,202501,1000,E,2025,1,1,0,#,1000,3289.51,1854.51,3090.87,3893.97719956,2195.28733956,3658.83590772,9.0
NLD,04600,0022,202501,1100,I,2025,1,1,0,#,1100,-936.68,-989.88,-1414.08,-1108.80057008,-1171.77638928,-1673.92568448,-486.0
NLD,11190,0116,202501,1100,E,2025,1,1,0,#,1100,20.0,10.46,19.02,23.67512,12.38208776,22.51503912,1.0
NLD,05181,0488,202501,1108,I,2025,1,1,0,#,1108,978.68,1084.43,1549.24,1158.51832208,1283.70051908,1833.92214544,105.0
NLD,21795,0184,202501,1109,E,2025,1,1,0,#,1109,356.46,261.85,374.08,421.96166376,309.9665086,442.81944448,20.0
NLD,05199,0022,202501,1000,I,2025,1,1,0,#,1000,97.88,66.61,95.16,115.86603728,78.84998716,112.64622096,33.0
NLD,08494,0193,202501,1000,E,2025,1,1,0,#,1000,4166.69,2448.23,4080.35,4932.34428764,2898.10695188,4830.1387946,17.0
NLD,09905,0022,202501,1000,W,2025,1,1,0,#,1000,33.41,27.73,39.63,39.54928796,32.82555388,46.91225028,12.0
NLD,11200,0102,202501,1000,I,2025,1,1,0,#,1000,140.96,127.97,255.94,166.86224576,151.48525532,302.97051064,15.0
NLD,05161,0322,202501,1107,E,2025,1,1,0,25305,1107,484.28,476.64,866.64,573.26935568,564.22545984,1025.89029984,8.0
NLD,05181,0522,202501,1000,E,2025,1,1,0,#,1000,1798.53,1221.63,2220.64,2129.02067868,1446.11184228,2628.69592384,112.0
NLD,09905,0444,202501,1000,E,2025,1,1,0,#,1000,498.25,244.95,350.07,589.806427,289.9610322,414.39746292,51.0
NLD,11100,0022,202501,1000,E,2025,1,1,0,#,1000,369.15,256.82,366.86,436.9835274,304.01221592,434.27272616,126.0
NLD,08400,0464,202501,1101,E,2025,1,1,0,ABS,1101,850.57,845.51,1207.88,1006.86734092,1000.87753556,1429.83519728,6.0
NLD,05161,0102,202501,1107,E,2025,1,1,0,05104,1107,755.84,725.33,1450.66,894.73013504,858.61373948,1717.22747896,81.0
NLD,21795,0022,202501,1101,E,2025,1,1,0,#,1101,1201.45,1031.98,1474.15,1422.2236462,1221.61251688,1745.0339074,788.0
NLD,04992,0558,202501,1000,E,2025,1,1,0,#,1000,782.75,562.36,1022.41,926.585009,665.69702416,1210.28397196,26.0
NLD,05185,0074,202501,1000,E,2025,1,1,0,#,1000,285.85,209.6,299.43,338.3766526,248.1152576,354.45205908,6.0
NLD,18300,0487,202501,1000,I,2025,1,1,0,#,1000,4.83,5.18,7.4,5.71754148,6.13185608,8.7597944,1.0
NLD,21780,0455,202501,1101,E,2025,1,1,353,Schadenet,1101,1844.15,1834.61,2822.49,2183.0236274,2171.73059516,3341.13947244,56.0
NLD,03590,0116,202501,1109,E,2025,1,1,0,#,1109,57.82,32.46,59.02,68.44477192,38.42471976,69.86527912,4.0
NLD,11100,0102,202501,1109,E,2025,1,1,0,#,1109,20.91,19.03,38.06,24.75233796,22.52687668,45.05375336,2.0
NLD,05178,0385,202501,1000,E,2025,1,1,0,#,1000,5026.58,2397.07,3994.8,5950.24423448,2837.54599492,4728.8684688,95.0
NLD,11100,0457,202501,1000,I,2025,1,1,0,#,1000,24.08,22.43,34.5,28.50484448,26.55164708,40.839582,2.0
NLD,13600,0512,202501,1000,I,2025,1,1,0,#,1000,632.1,363.61,661.11,748.2521676,430.42551916,782.59292916,12.0
NLD,27500,0457,202501,1001,I,2025,1,1,353,#,1001,1766.43,1837.13,2826.32,2091.02211108,2174.71366028,3345.67325792,43.0
NLD,04200,0109,202501,1000,E,2025,1,1,0,#,1000,369.52,213.14,387.54,437.42151712,252.30575384,458.75280024,13.0
NLD,09905,0102,202501,1000,I,2025,1,1,0,#,1000,683.75,189.45,378.9,809.393165,224.2625742,448.5251484,22.0
NLD,18601,0285,202501,1000,E,2025,1,1,0,#,1000,1082.83,495.54,825.82,1281.80650948,586.59844824,977.56937992,26.0
NLD,01200,0517,202501,1109,E,2025,1,1,0,#,1109,41.89,24.3,44.19,49.58753884,28.7652708,52.31017764,3.0
NLD,04900,0100,202501,1109,E,2025,1,1,0,#,1109,66.44,51.56,103.12,78.64874864,61.03445936,122.06891872,4.0
NLD,04900,0608,202501,1101,E,2025,1,1,0,#,1101,190.86,120.96,186.1,225.93167016,143.18712576,220.2969916,2.0
NLD,01200,0084,202501,1107,E,2025,1,1,0,01205,1107,54.19,50.86,72.65,64.14773764,60.20583016,85.9998734,4.0
NLD,03780,0187,202501,1000,E,2025,1,1,0,#,1000,5431.88,2574.21,5148.42,6430.02054128,3047.23653276,6094.47306552,217.0
NLD,14495,0132,202501,1000,E,2025,1,1,0,#,1000,820.85,377.57,755.14,971.6861126,446.95075292,893.90150584,23.0
NLD,21794,0519,202501,1000,I,2025,1,1,0,#,1000,17592.2,15752.02,26253.48,20824.8723032,18646.54818712,31077.71447088,36.0
NLD,03791,0132,202501,1000,I,2025,1,1,0,#,1000,339.92,170.0,340.0,402.38233952,201.23852,402.47704,10.0
NLD,05171,0132,202501,1000,E,2025,1,1,0,#,1000,2213.89,1038.66,2077.32,2620.70557084,1229.52000696,2459.04001392,62.0
NLD,14400,0757,202501,1000,E,2025,1,1,0,#,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,03760,0616,202501,1101,I,2025,1,1,0,ASP,1101,137.08,89.99,138.45,162.26927248,106.52620244,163.8910182,1.0
NLD,05161,0455,202501,1101,E,2025,1,1,353,AAS,1101,982.74,975.93,1501.43,1163.32437144,1155.26299308,1777.32677108,17.0
NLD,04900,0062,202501,1109,E,2025,1,1,0,#,1109,48.92,44.29,73.81,57.90934352,52.42855324,87.37303036,2.0
NLD,13800,0602,202501,1101,E,2025,1,1,0,Schadenet,1101,279.47,180.83,278.2,330.82428932,214.05859748,329.3209192,1.0
NLD,01292,0019,202501,1108,I,2025,1,1,0,#,1108,135.83,143.58,205.11,160.78957748,169.96368648,242.80019316,5.0
NLD,05100,0011,202501,1000,E,2025,1,1,0,#,1000,391.43,284.0,436.92,463.35761108,336.186704,517.20667152,9.0
NLD,05171,0480,202501,1000,I,2025,1,1,0,#,1000,34.73,25.52,36.46,41.11184588,30.20945312,43.15974376,1.0
NLD,05181,0102,202501,1000,I,2025,1,1,0,#,1000,613.67,260.89,521.78,726.43554452,308.83010284,617.66020568,28.0
NLD,08499,0068,202501,1000,E,2025,1,1,0,#,1000,1325.04,776.49,1411.79,1568.52405024,919.17469644,1671.21488324,14.0
NLD,03760,0606,202501,1107,E,2025,1,1,0,17000,1107,65.54,61.37,87.67,77.58336824,72.64710572,103.77988852,1.0
NLD,05161,0460,202501,1109,E,2025,1,1,0,#,1109,239.57,176.3,251.85,283.59242492,208.6961828,298.1289486,2.0
NLD,01200,0488,202501,1000,W,2025,1,1,0,#,1000,29.28,16.72,23.88,34.66037568,19.79240032,28.26809328,3.0
NLD,14495,0458,202501,1000,E,2025,1,1,0,#,1000,78.04,58.12,83.03,92.38031824,68.79989872,98.28726068,4.0
NLD,01280,0522,202501,1000,E,2025,1,1,0,#,1000,225.38,185.64,337.45,266.79492728,219.75246384,399.4584622,17.0
NLD,01292,0022,202501,1000,E,2025,1,1,0,#,1000,467.62,372.63,532.32,553.54798072,441.10299828,630.13699392,159.0
NLD,03780,0464,202501,1000,E,2025,1,1,0,#,1000,10.72,7.98,11.4,12.68986432,9.44637288,13.4948184,2.0
NLD,03790,0069,202501,1000,E,2025,1,1,0,#,1000,313.16,171.72,312.22,370.70502896,203.27458032,369.59229832,2.0
NLD,04991,0558,202501,1000,E,2025,1,1,0,#,1000,398.45,286.96,521.71,471.6675782,339.69062176,617.57734276,11.0
NLD,04991,0056,202501,1000,E,2025,1,1,0,#,1000,259.78,186.28,266.11,307.51613368,220.51006768,315.00930916,10.0
NLD,27591,0026,202501,1000,E,2025,1,1,0,#,1000,98.37,81.79,116.83,116.44607772,96.81940324,138.29821348,24.0
NLD,05161,0054,202501,1107,E,2025,1,1,0,25305,1107,20.71,19.98,33.3,24.51558676,23.65144488,39.4190748,3.0
NLD,05161,0471,202501,1108,I,2025,1,1,0,#,1108,116.33,122.46,174.94,137.70633548,144.96275976,207.08627464,3.0
NLD,08400,0464,202501,1101,E,2025,1,1,0,#,1101,68414.16,68592.22,97988.89,80985.67238496,81196.45197832,115994.93647084,245.0
NLD,01292,0075,202501,1000,W,2025,1,1,0,#,1000,25.48,23.62,33.74,30.16210288,27.96031672,39.93992744,14.0
NLD,05100,0026,202501,1000,E,2025,1,1,0,#,1000,160.65,108.69,155.25,190.1704014,128.66243964,183.778119,22.0
NLD,05194,0517,202501,1000,I,2025,1,1,0,#,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,19500,0553,202501,1000,I,2025,1,1,0,#,1000,1394.2,856.12,1317.12,1650.3926152,1013.43718672,1559.14870272,4.0
NLD,01200,0132,202501,1000,I,2025,1,1,0,#,1000,280.8,150.66,301.32,332.3986848,178.34467896,356.68935792,9.0
NLD,27591,0132,202501,1000,W,2025,1,1,0,#,1000,32.48,17.21,34.42,38.44839488,20.37244076,40.74488152,1.0
NLD,21784,0486,202501,1104,E,2025,1,1,353,#,1104,128.28,117.07,167.25,151.85221968,138.58231492,197.983191,2.0
NLD,04600,0500,202501,1109,E,2025,1,1,0,#,1109,23.36,20.76,29.66,27.65254016,24.57477456,35.11020296,18.0
NLD,01200,0400,202501,1101,E,2025,1,1,0,ASP,1101,225.4,144.93,241.55,266.8186024,171.56175708,285.9362618,1.0
NLD,01287,0570,202501,1000,I,2025,1,1,0,#,1000,389.78,285.94,439.9,461.40441368,338.48319064,520.7342644,3.0
NLD,05194,0016,202501,1000,E,2025,1,1,0,#,1000,503.03,371.42,530.61,595.46478068,439.67065352,628.11277116,8.0
NLD,14495,0486,202501,1000,I,2025,1,1,0,#,1000,433.45,376.86,538.36,513.0990382,446.11028616,637.28688016,8.0
NLD,27500,0636,202501,1000,I,2025,1,1,0,#,1000,128.48,118.51,158.01,152.08897088,140.28692356,187.04528556,1.0
NLD,21791,0481,202501,1101,E,2025,1,1,353,#,1101,94.04,81.92,117.03,111.32041424,96.97329152,138.53496468,1.0
NLD,05160,0489,202501,1102,E,2025,1,1,0,#,1102,142.22,223.75,319.64,168.35377832,264.865405,378.37576784,7.0
NLD,03797,0285,202501,1000,I,2025,1,1,0,#,1000,95.77,57.84,96.39,113.36831212,68.46844704,114.10224084,3.0
NLD,21791,0455,202501,1101,E,2025,1,1,353,Schadenet,1101,1161.93,1175.35,1808.26,1375.44160908,1391.3276146,2140.53862456,33.0
NLD,01285,0385,202501,1000,I,2025,1,1,0,#,1000,107.42,75.21,125.34,127.15906952,89.03028876,148.37197704,3.0
NLD,03590,0187,202501,1000,I,2025,1,1,0,#,1000,47.85,46.83,93.66,56.6427246,55.43529348,110.87058696,3.0
NLD,03781,0069,202501,1000,E,2025,1,1,0,#,1000,1615.97,893.47,1624.49,1912.91418332,1057.65047332,1922.99978444,11.0
NLD,03792,0558,202501,1000,E,2025,1,1,0,#,1000,1123.72,856.58,1557.31,1330.21029232,1013.98171448,1843.47505636,40.0
NLD,03795,0472,202501,1000,E,2025,1,1,0,#,1000,170.92,117.29,167.56,202.32757552,138.84274124,198.35015536,10.0
NLD,09901,0102,202501,1000,E,2025,1,1,0,#,1000,1114.57,390.76,781.52,1319.37892492,462.56449456,925.12898912,45.0
NLD,04992,0201,202501,1100,E,2025,1,1,0,#,1100,278.45,256.44,366.34,329.6168582,303.56238864,433.65717304,2.0
NLD,05172,0063,202501,1109,E,2025,1,1,0,#,1109,190.29,159.79,228.26,225.25692924,189.15237124,270.20414456,9.0
NLD,21700,0448,202501,1109,E,2025,1,1,0,#,1109,35.96,28.28,40.4,42.56786576,33.47661968,47.8237424,1.0
NLD,01285,0619,202501,1101,E,2025,1,1,0,#,1101,234.03,181.67,279.49,277.03441668,215.05295252,330.84796444,1.0
NLD,27500,0453,202501,1101,E,2025,1,1,353,#,1101,194.71,201.92,288.47,230.48913076,239.02401152,341.47809332,5.0
NLD,14400,0054,202501,1108,I,2025,1,1,0,#,1108,161.75,164.85,274.71,191.472533,195.1421766,325.18961076,20.0
NLD,01293,0102,202501,1000,I,2025,1,1,0,#,1000,129.04,105.95,211.9,152.75187424,125.4189482,250.8378964,12.0
NLD,04294,0102,202501,1000,I,2025,1,1,0,#,1000,233.58,122.34,244.68,276.50172648,144.82070904,289.64141808,14.0
NLD,21795,0184,202501,1000,E,2025,1,1,0,#,1000,245.65,177.59,253.77,290.7896614,210.22322804,300.40176012,33.0
NLD,11191,0455,202501,1101,E,2025,1,1,0,#,1101,921.92,941.16,1447.93,1091.32833152,1114.10379696,1713.99582508,27.0
NLD,19500,0060,202501,1101,E,2025,1,1,0,#,1101,42.68,36.54,52.2,50.52270608,43.25444424,61.7920632,1.0
NLD,01285,0334,202501,1108,I,2025,1,1,0,#,1108,294.23,311.26,518.76,348.29652788,368.45589256,614.08526256,2.0
NLD,05181,0107,202501,1000,E,2025,1,1,0,#,1000,342.41,260.23,371.74,405.32989196,308.04882388,440.04945544,11.0
NLD,01206,0084,202501,1000,E,2025,1,1,0,#,1000,69.8,50.86,72.65,82.6261688,60.20583016,85.9998734,4.0
NLD,04600,0500,202501,1000,W,2025,1,1,0,#,1000,23.87,18.12,25.89,28.25625572,21.44965872,30.64744284,3.0
NLD,11190,0880,202501,1000,W,2025,1,1,0,#,1000,94.67,98.28,140.4,112.06618052,116.33953968,166.1993424,3.0
NLD,25305,0063,202501,1000,E,2025,1,1,0,#,1000,52.45,39.53,56.46,62.0880022,46.79387468,66.83486376,5.0
NLD,13800,0503,202501,1101,E,2025,1,1,0,#,1101,300.14,245.72,351.03,355.29252584,290.87252432,415.53386868,2.0
NLD,03760,0061,202501,1107,E,2025,1,1,0,17000,1107,54.9,50.24,71.77,64.9882044,59.47190144,84.95816812,1.0
NLD,21795,0072,202501,1101,E,2025,1,1,353,#,1101,215.41,187.61,268.02,254.99287996,222.08446316,317.27028312,3.0
NLD,21783,0022,202501,1000,I,2025,1,1,0,#,1000,95.75,79.29,113.27,113.344637,93.86001324,134.08404212,45.0
NLD,21780,0084,202501,1107,E,2025,1,1,0,09905,1107,302.26,287.32,410.45,357.80208856,340.11677392,485.8726502,17.0
NLD,01288,0472,202501,1108,I,2025,1,1,0,#,1108,6.95,7.04,10.06,8.2271042,8.33364224,11.90858536,2.0
NLD,05195,0075,202501,1000,E,2025,1,1,0,#,1000,63.12,62.86,89.8,74.71867872,74.41090216,106.3012888,1.0
NLD,18300,0123,202501,1000,E,2025,1,1,0,#,1000,23.39,20.55,29.36,27.68805284,24.3261858,34.75507616,8.0
NLD,08400,0468,202501,1102,E,2025,1,1,0,#,1102,394.59,355.35,507.64,467.09828004,420.6476946,600.92189584,3.0
NLD,03797,0022,202501,1107,E,2025,1,1,0,11200,1107,391.72,365.6,522.28,463.70090032,432.7811936,618.25208368,175.0
NLD,02600,0503,202501,1000,E,2025,1,1,0,#,1000,100.24,74.64,106.63,118.65970144,88.35554784,126.22390228,1.0
NLD,03500,0143,202501,1000,E,2025,1,1,0,#,1000,128.21,100.88,144.12,151.76935676,119.41730528,170.60291472,5.0
NLD,05178,0445,202501,1000,E,2025,1,1,0,#,1000,24.95,12.23,17.47,29.5347122,14.47733588,20.68021732,5.0
NLD,04200,0553,202501,1100,E,2025,1,1,0,#,1100,287.45,194.18,298.74,340.2706622,229.86174008,353.63526744,1.0
NLD,14400,0193,202501,1107,E,2025,1,1,0,11200,1107,579.24,725.16,1208.61,685.67882544,858.41250096,1430.69933916,3.0
NLD,01292,0033,202501,1000,E,2025,1,1,0,#,1000,245.49,132.3,220.5,290.60026044,156.6109188,261.018198,1.0
NLD,01294,0550,202501,1000,I,2025,1,1,0,#,1000,23.84,25.84,64.6,28.22074304,30.58825504,76.4706376,20.0
NLD,08497,0385,202501,1000,E,2025,1,1,0,#,1000,2423.98,1178.29,1963.66,2869.40086888,1394.80785724,2324.49430696,47.0
NLD,05161,0481,202501,1101,E,2025,1,1,0,#,1101,2346.04,1951.97,2788.53,2777.13892624,2310.65619932,3300.93911868,24.0
NLD,04600,0056,202501,1000,E,2025,1,1,0,#,1000,655.27,515.11,735.85,775.67979412,609.76455316,871.0668526,28.0
NLD,03591,0143,202501,1101,E,2025,1,1,0,#,1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,21780,0187,202501,1107,E,2025,1,1,0,09905,1107,1567.54,1558.48,3116.96,1855.58488024,1844.86005088,3689.72010176,148.0
NLD,27500,0059,202501,1107,E,2025,1,1,0,05302,1107,19.79,11.88,16.96,23.42653124,14.06302128,20.07650176,2.0
NLD,03781,0026,202501,1000,E,2025,1,1,0,#,1000,48.06,29.35,41.91,56.89131336,34.7432386,49.61121396,7.0
NLD,08480,0445,202501,1000,E,2025,1,1,0,#,1000,46.48,43.1,61.58,55.02097888,51.0198836,72.89569448,9.0
NLD,11191,0452,202501,1101,E,2025,1,1,0,#,1101,831.59,842.19,1203.12,984.39965204,996.94746564,1424.20051872,9.0
NLD,01200,0114,202501,1109,I,2025,1,1,0,#,1109,672.08,716.4,1102.16,795.57873248,848.0427984,1304.68851296,2.0
NLD,04293,0063,202501,1000,E,2025,1,1,0,#,1000,197.19,142.84,204.06,233.42484564,169.08770704,241.55724936,11.0
NLD,04294,0322,202501,1000,I,2025,1,1,0,#,1000,173.81,119.16,216.66,205.74863036,141.05636496,256.47257496,2.0
NLD,03787,0558,202501,1109,E,2025,1,1,0,#,1109,111.25,85.08,154.68,131.692855,100.71396048,183.10337808,3.0
NLD,04992,0619,202501,1000,E,2025,1,1,0,#,1000,64.93,54.18,83.34,76.86127708,64.13590008,98.65422504,3.0
NLD,11100,0285,202501,1000,E,2025,1,1,0,#,1000,461.21,231.36,385.56,545.96010476,273.87378816,456.40896336,12.0
NLD,21780,0521,202501,1000,I,2025,1,1,0,#,1000,879.52,495.83,826.39,1041.13707712,586.94173748,978.24412084,1.0
NLD,25302,0022,202501,1000,I,2025,1,1,0,#,1000,23.05,18.61,26.59,27.2855758,22.02969916,31.47607204,8.0
NLD,04292,0459,202501,1000,E,2025,1,1,0,#,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,17000,0102,202501,1000,E,2025,1,1,0,#,1000,660.04,297.64,595.28,781.32631024,352.33313584,704.66627168,34.0
NLD,27594,0019,202501,1000,W,2025,1,1,0,#,1000,-11.78,-11.96,-17.08,-13.94464568,-14.15772176,-20.21855248,-4.0
NLD,01293,0113,202501,1101,E,2025,1,1,0,#,1101,88.33,82.94,118.48,104.56116748,98.18072264,140.25141088,3.0
NLD,27500,0557,202501,1101,E,2025,1,1,353,Schadenet,1101,92.54,94.48,134.97,109.54478024,111.84126688,159.77154732,9.0
NLD,03791,0486,202501,1000,I,2025,1,1,0,#,1000,150.59,129.38,184.81,178.26181604,153.15435128,218.76994636,7.0
NLD,04992,0022,202501,1000,E,2025,1,1,0,#,1000,306.59,220.49,314.97,362.92775204,261.00636044,372.84762732,108.0
NLD,21780,0141,202501,1101,E,2025,1,1,353,#,1101,263.68,241.63,483.26,312.13278208,286.03096228,572.06192456,4.0
NLD,14400,0192,202501,1108,I,2025,1,1,0,#,1108,845.07,812.71,1354.53,1000.35668292,962.05033876,1603.43301468,6.0
NLD,01297,0517,202501,1109,E,2025,1,1,0,#,1109,36.26,16.2,29.46,42.92299256,19.1768472,34.87345176,2.0
