market_code,hdlnr,sell_out_channel,bes_flag,mli_code,year_yyyy,month_mm,quantity,base_discount
AT,11800,1000,,0011,2025,01,4,203.54
DE,1MS9A,1103,,0063,2025,01,1,11.22
DE,1NS90,1000,,0684,2026,01,1,103.05
DE,1N550,1100,,0477,2026,01,3,431.9
DE,1V7F0,1000,BES,0523,2025,01,1.5,22.63
CH,55200,1100,,0016,2025,01,1,29.72
DE,1N700,1000,,0430,2026,01,1,153.96
DE,1V830,1000,,0455,2025,01,2,99.84
DE,1MS9A,1104,,0415,2025,01,3,2568.07
AT,11300,1100,,0286,2026,01,1,887.1
DE,1VDJ0,1000,,0590,2025,01,1,11.45
AT,11800,1000,,0503,2026,01,1,37.82
DE,1SC90,1100,,0513,2025,01,1,30.14
AT,20500,1109,,0487,2025,01,1,4.48
DE,1V7A0,1000,,0074,2026,01,1,189.67
DE,1V7F0,1000,,0481,2026,01,1,81.92
DE,1MS9A,1101,,0039,2025,01,0,0
DE,1MS9A,1101,,0437,2026,01,21,1533.51
DE,1N550,1101,,0143,2025,01,4,77.8
DE,1P130,1000,,0471,2025,01,10,270.4
DE,1MS9A,1103,,0069,2026,01,3,363.9
DE,1SC90,1000,,0501,2025,01,1,26.16
AT,10000,1000,BES,0452,2025,01,6,538.06
DE,1N550,1000,,0486,2026,01,10,354.54
DE,1V7F0,1000,,0566,2026,01,1,505.03
DE,1VPJ0,1000,,0006,2025,01,8,120.02
DE,1SA90,1001,,0452,2026,01,5,490.26
DE,1N550,1001,,0452,2026,01,6,179.14
DE,1NS90,1000,,0187,2026,01,17,180.46
DE,1P59B,1100,,0083,2025,01,6,30.91
DE,1V830,1000,,0437,2025,01,3,269.75
DE,1P59B,1000,,0057,2025,01,2,379.28
DE,1MS9A,1104,,0757,2025,01,3,26.97
DE,1P130,1001,,0113,2025,01,5,155.87
DE,1VPJB,1001,,0444,2025,01,1,3.05
DE,1V830,1000,,0186,2025,01,1,38.64
DE,1N550,1001,,0449,2026,01,1,44.87
DE,1P7B0,1000,,0016,2026,01,5,108.57
DE,1P59B,1001,,0567,2025,01,1,167.6
DE,1P7B0,1000,,0138,2026,01,1,15.52
DE,1N6G0,1001,,0143,2026,01,2,35.46
DE,1N550,1109,,0006,2026,01,0,0
DE,1N550,1107,,0540,2025,01,2,372.09
DE,1VDJ0,1000,,0457,2025,01,6,133.66
DE,1Q650,1000,,0526,2026,01,1,175.93
DE,1P59B,1000,,0020,2025,01,1,206.81
DE,1MS9A,1103,,0417,2025,01,1,728.02
DE,1Q5E0,1000,,0200,2025,01,2,592.12
DE,1N700,1100,,0590,2026,01,1,8.37
DE,1NS90,1000,,0119,2025,01,1,96.55
DE,1VRJ0,1000,,0197,2026,01,1,57.38
DE,1VDJ0,1000,,0434,2025,01,2,7.96
DE,1V8A0,1000,,0481,2026,01,1,33.59
AT,10000,1000,,0456,2025,01,1,397.14
DE,1NS90,1000,,0022,2025,01,398,833.86
DE,1MS9A,1104,,0044,2025,01,7,4001.53
DE,1V8A0,1000,,0488,2026,01,4,14.58
DE,1N700,1000,,0201,2026,01,27,648.62
DE,1N550,1100,,0056,2026,01,6,97.97
DE,1N550,1104,,0054,2025,01,5,35.76
DE,1N550,1100,,0452,2025,01,3,295.89
DE,1V830,1109,,0193,2025,01,1,80.86
DE,1MS9A,1107,,0035,2025,01,1,127.68
DE,1P6C0,1001,,0016,2025,01,2,67.73
DE,1V7A0,1000,,0517,2025,01,2,16.2
DE,1N6G0,1000,,0709,2025,01,1,254.18
DE,1MS9A,1101,,0060,2025,01,4,306.17
DE,1VPJ0,1001,,0540,2025,01,1,95.8
DE,1SC90,1000,,0110,2025,01,2,56.9
DE,1NPK0,1000,,0254,2026,01,1,3.6
DE,1SA90,1000,,0358,2025,01,1,68
DE,1N550,1104,,0544,2025,01,1,21.26
DE,1N550,1100,,0186,2025,01,1,106.5
DE,1W220,1001,,0132,2025,01,1,15.78
DE,1MS9A,1101,,0631,2025,01,4,114.76
DE,1N550,1107,,0084,2025,01,58,472.53
AT,11300,1000,,0116,2025,01,3,3.24
DE,1NS90,1000,,0019,2025,01,8,70.45
DE,1SC90,1000,,0026,2025,01,23,80.44
DE,1N6G0,1100,,0517,2025,01,3,24.3
DE,1V860,1101,,0061,2025,01,1,13.63
DE,1VPJ0,1001,,0459,2025,01,34,388.66
DE,2V255,1000,,0446,2026,01,9,105.24
DE,1VRJ0,1000,,0444,2026,01,15,284.06
DE,1P700,1000,,0478,2026,01,2,162.17
DE,1MS9A,1106,,0446,2025,01,2,253.08
DE,1P620,1000,,0084,2026,01,8,60.41
DE,1N6G0,1000,,0482,2025,01,6,242.49
DE,1V8A0,1000,,0110,2025,01,1,46.63
DE,1P59B,1000,,0161,2025,01,3,77.91
DE,1N6G0,1000,,0519,2025,01,2,862.8
DE,1VDJ0,1000,,0083,2025,01,2,18.84
DE,1VRJ0,1000,,0149,2025,01,1,41.74
DE,1VPJ0,1100,,0558,2026,01,2,50.94
DE,1W220,1109,,0015,2025,01,1,27.36
DE,1SA90,1000,,0300,2025,01,1,6894.47
DE,1VDJ0,1000,,0458,2025,01,1,32.19
DE,1SA90,1001,,0028,2026,01,2,856.01
DE,1N550,1107,,0455,2025,01,46,1870.1
DE,1MS9A,1107,,0570,2025,01,48,4288.63
DE,1MS9A,1103,,0457,2026,01,14,662.78
DE,1MS9A,1104,,0087,2025,01,19,1927.21
AT,10000,1000,,0011,2025,01,13,460.83
DE,1N550,1107,,0012,2026,01,4,175.98
DE,1MS9A,1107,,0139,2025,01,46,23202.89
DE,1N550,1108,,0015,2026,01,3,122.94
DE,1MS9A,1107,,0075,2025,01,97,1040.45
DE,1MS9A,1104,,0400,2025,01,1,162.13
DE,1P59B,1001,,0449,2026,01,2,97.63
AT,10000,1000,,0002,2026,01,20,1456.46
DE,1N550,1001,,0415,2025,01,1,1047.62
DE,1N550,1107,,0068,2026,01,12,729.86
DE,1W1B0,1000,,0121,2026,01,2,68.66
DE,1N550,1001,,0634,2025,01,2,560.62
DE,1MS9A,1104,,0127,2026,01,3,606.35
DE,1N700,1000,,0517,2026,01,1,15.88
DE,1MS9A,1107,,0566,2026,01,18,8311.72
DE,1NS90,1001,,0459,2025,01,0,0
CH,55200,1100,,0508,2025,01,2,533.51
AT,20500,1109,,0102,2026,01,2,18.65
DE,1P6C0,1000,,0471,2026,01,4,138.74
AT,20500,1100,,0612,2025,01,2,82.82
AT,11300,1101,,0459,2025,01,4,4.84
DE,1Q650,1000,,0526,2025,01,2,152.63
DE,1VPJ0,1109,,0011,2026,01,2,11.96
DE,1N6G0,1100,,0076,2026,01,1,40.58
DE,2V127,1000,,0488,2026,01,2,5.52
DE,1N550,1108,,0009,2025,01,1,92.75
DE,1NPK0,1001,,0008,2025,01,0,0
DE,1N550,1100,,0075,2025,01,1,118.08
DE,1SB10,1000,,0200,2026,01,1,26.04
DE,1MS9A,1101,,0021,2025,01,4,402.19
DE,1V7A0,1000,,0002,2026,01,12,843.04
DE,1VDJ0,1000,,0141,2026,01,12,621.38
DE,1P59B,1000,,0144,2025,01,1,503.06
AT,11400,1101,,0567,2025,01,1,401.61
DE,1VPJ0,1100,,0513,2026,01,7,250.56
DE,1MS9A,1103,,0489,2025,01,5,110.07
DE,1N6G0,1001,,0542,2025,01,0,-643.81
DE,1N550,1000,,0030,2025,01,3,61.09
DE,1N5C0,1001,,0704,2026,01,2,6.2
DE,1VDJ0,1000,,0055,2025,01,10,159.82
DE,1V860,1100,,0403,2025,01,1,57.29
DE,1N5C0,1000,,0192,2026,01,1,162.54
DE,1MS9A,1103,,0132,2026,01,5,75.38
DE,1N5C0,1100,,0461,2025,01,1,59.45
DE,1N550,1104,,0018,2026,01,1,131.8
DE,1SC90,1000,,0426,2026,01,1,157.73
DE,1NS90,1000,,0161,2025,01,1,110.05
DE,1N550,1100,,0008,2026,01,1,12.15
DE,1MS8A,1000,,0577,2026,01,1,6.89
DE,1N550,1107,,0415,2026,01,1,1047.62
DE,1V7F0,1001,,0459,2025,01,3,9.97
AT,10000,1000,,0166,2025,01,1,251.63
DE,1N700,1100,,0087,2026,01,1,184.98
DE,1W1B0,1100,,0102,2026,01,1,10.66
DE,1N550,1000,,0124,2025,01,1,49.94
DE,1MS9A,1104,,0007,2025,01,13,594.33
DE,1MS9A,1104,,0004,2025,01,11,372.02
DE,1VRJ0,1000,,0522,2026,01,23,243.43
DE,1MS8B,1000,,0566,2025,01,1,423.29
AT,10000,1000,,0385,2025,01,4,103.52
DE,2V255,1100,,0358,2026,01,1,25
DE,1V8A0,1001,,0624,2025,01,3,1179.69
DE,1MS9A,1107,,0545,2025,01,2,273.32
DE,1V830,1000,,0482,2025,01,7,134.53
AT,20500,1000,,0455,2025,01,10,543.67
DE,1SB10,1000,,0558,2025,01,3,85.08
DE,1V830,1000,,0011,2026,01,7,206.77
DE,1VDJ0,1000,,0063,2026,01,9,95.66
DE,2V255,1100,,0650,2025,01,1,66.28
DE,1N550,1100,,0011,2025,01,3,100.43
DE,1N6G0,1000,,0464,2025,01,3,278.91
DE,1P130,1000,,0004,2025,01,2,85.6
DE,1VRJ0,1001,,0088,2026,01,2,36.93
DE,1P700,1000,,0526,2025,01,1,175.93
DE,1SA90,1000,,0140,2026,01,1,46.19
DE,1N550,1100,,0456,2025,01,1,397.14
DE,1MS9A,1101,,0591,2026,01,1,50.41
DE,1W220,1000,,0010,2025,01,1,204.49
DE,1N550,1000,,0458,2026,01,1,2.96
DE,2V255,1100,,0019,2025,01,1,7.78
DE,2V419,1001,,0011,2026,01,1,19.95
DE,1Q5E0,1000,,0021,2026,01,2,1240.25
DE,1N6G0,1000,,0187,2026,01,88,1056.58
DE,1SA90,1000,,0068,2026,01,15,846.72
DE,1P59B,1100,,0201,2026,01,14,506.89
DE,1VPJ0,1000,,0054,2026,01,25,163.16
DE,1MS8A,1101,,0056,2026,01,2,30.34
DE,1VPJ0,1100,,0107,2026,01,3,321.06
DE,1N6G0,1100,,0481,2025,01,5,154.5
DE,1Q5E0,1001,,0400,2026,01,2,436
DE,1V8A0,1000,,0202,2026,01,3,342.08
DE,1Q5E0,1000,,0458,2025,01,1,12.35
DE,1P700,1000,,0113,2025,01,3,78.7
DE,1N6G0,1100,,0123,2025,01,11,22.85
DE,1MS9A,1101,,0604,2026,01,4,2268.91
DE,1P130,1000,,0056,2025,01,2,30.34
DE,1W25A,1001,,0437,2025,01,1,208.65
DE,1P130,1001,,0143,2025,01,1,27.26
DE,1N550,1108,,0650,2025,01,6,416.52
DE,1V860,1101,,0483,2026,01,2,100.63
DE,1MS8A,1101,,0459,2026,01,9,289.17
DE,1V830,1000,,0400,2025,01,1,144.93
DE,1N6G0,1001,,0444,2026,01,3,68.75
DE,1MS8A,1101,,0616,2025,01,2,141.11
AT,20500,1000,,0626,2025,01,1,135.2
DE,1MS8A,1100,,0041,2025,01,4,290.79
DE,1VPJ0,1000,,0445,2025,01,2,3.64
AT,10000,1100,,0540,2025,01,1,126.3
DE,1N550,1101,,0033,2026,01,1,153.02
DE,1Q650,1000,,0172,2025,01,32.75,202.33
DE,1Q560,1000,,0619,2025,01,2,378.43
DE,1P620,1001,,0457,2025,01,6,154.99
DE,1VPJB,1000,,0084,2026,01,2,9.55
DE,1MS9A,1104,,0045,2026,01,1,408
DE,1Q650,1000,,0322,2026,01,4,220.07
DE,1W25A,1000,,0184,2026,01,7,508.2
AT,20500,1000,,0054,2025,01,4,36.3
DE,1N550,1000,,0060,2026,01,2,212.66
DE,1W220,1000,,0059,2026,01,3,599.64
DE,1VDJ0,1000,,0529,2025,01,0.65,20.41
DE,1MS9A,1109,,0201,2026,01,3,79.59
DE,1W220,1000,,0114,2025,01,1,260.99
DE,1W25A,1000,,0052,2026,01,1,739
DE,1P7B0,1000,,0513,2025,01,1,30.14
DE,1N6G0,1100,,0455,2025,01,2,138.88
DE,2V255,1000,,0202,2025,01,4,532.61
DE,1VDJ0,1000,,0459,2026,01,2,38.48
DE,1NS90,1000,,0489,2026,01,1,66.28
DE,1MS9A,1103,,0183,2026,01,1,28.15
DE,1N550,1104,,0540,2025,01,2,355.2
AT,11300,1001,,0557,2026,01,1,10.41
DE,1N5C0,1000,,0551,2025,01,6.3,123.28
DE,1MS9A,1107,,0753,2025,01,1,3.12
DE,1N5C0,1100,,0444,2026,01,1,4.38
DE,1N550,1107,,0512,2025,01,1,33.12
DE,1MS9A,1109,,0060,2026,01,-1,-89.97
DE,1VRJ0,1000,,0003,2026,01,2,15.54
DE,1N6G0,1001,,0432,2026,01,3,39.98
DE,1V7A0,1000,,0063,2025,01,2,24.44
DE,1MS8A,1000,,0022,2025,01,190,308.58
DE,1P130,1001,,0502,2025,01,3,1085.69
DE,1VRJ0,1000,,0057,2025,01,0,0
DE,1MS9A,1104,,0141,2026,01,67,2690.08
DE,1N5C0,1000,,0062,2026,01,2,28.33
AT,10000,1000,,0219,2025,01,3,489.99
DE,1P700,1000,,0020,2025,01,2,14.66
DE,1MS8B,1000,,0457,2025,01,8,707.98
DE,1MS9A,1103,,0088,2026,01,4,74.3
DE,1N700,1000,,0084,2025,01,10,234.98
DE,1N5C0,1000,,0141,2025,01,12,587.15
DE,1MS9A,1107,,0440,2026,01,2,2239.2
DE,1P130,1000,,0034,2025,01,1,24.62
DE,1MS8B,1109,,0435,2025,01,2,5.48
AT,11400,1101,,0617,2025,01,1,60.73
AT,11300,1101,,0705,2026,01,1,363.69
DE,1W220,1000,,0120,2025,01,4,862.85
DE,1N550,1108,,0709,2025,01,2,313.06
DE,1Q5E0,1000,,0566,2026,01,3,1515.09
DE,1VRJ0,1000,,0006,2025,01,2,100.4
DE,1P700,1000,,0017,2026,01,1,24.54
DE,1P6C0,1000,,0033,2025,01,1,130.76
DE,1NPK0,1100,,0616,2026,01,1,80.26
AT,10000,1100,,0030,2025,01,1,37.89
DE,1P130,1100,,0446,2026,01,1,51.07
DE,1N5C0,1000,,0505,2025,01,4,80.09
DE,1W25A,1000,,0200,2026,01,1,206.17
DE,1P130,1000,,0709,2026,01,2,345.24
DE,1N5C0,1001,,0113,2026,01,1,24.82
DE,1MS9A,1104,,0041,2025,01,9,502.11
DE,1VDJ0,1000,,0193,2026,01,19,3038.83
AT,11300,1001,,0085,2025,01,1,220.98
DE,1P620,1000,,0201,2026,01,40,805.02
DE,1NS90,1000,,0109,2025,01,14,260.28
DE,1P59B,1000,,0012,2025,01,4,11.16
DE,1MS9A,1103,,0009,2026,01,4,515.5
DE,1V860,1106,,0087,2025,01,1,255.13
DE,1NS90,1000,,0432,2026,01,3,57.43
DE,1W1B0,1000,,0083,2026,01,4,37.68
DE,1NPK0,1000,,0198,2026,01,1,103.05
AT,10000,1000,,0016,2026,01,2,146.42
DE,1VRJ0,1000,,0415,2025,01,1,1047.62
DE,1N550,1104,,0177,2026,01,4,48.02
DE,1N5C0,1001,,0542,2026,01,2,312.96
DE,1MS8A,1101,,0506,2026,01,1,183.23
DE,1V830,1000,,0608,2025,01,1,41.89
DE,1P620,1000,,0465,2026,01,1,190.67
DE,1MS8B,1000,,0059,2025,01,6,378.95
DE,1V830,1000,,0631,2025,01,3,80.47
DE,2V254,1000,,0075,2025,01,1,59.9
DE,1N550,1000,,0136,2026,01,0,0
DE,1N700,1001,,0003,2025,01,2,15.54
AT,20500,1000,,0192,2025,01,1,177.69
AT,10000,1100,,0119,2025,01,1,82.97
DE,1MS8A,1100,,0468,2026,01,2,167.84
DE,1Q560,1000,,0123,2025,01,9,26.13
DE,1P130,1100,,0358,2025,01,0,26.16
AT,10000,1000,,0432,2025,01,1,67.06
DE,2V254,1000,,0455,2026,01,3,110.48
DE,1N550,1108,,0567,2026,01,1,314.39
DE,1VRJ0,1000,,0650,2026,01,4,308.26
DE,1Q650,1000,,0550,2026,01,11,6.99
DE,1Q5E0,1000,,0285,2025,01,40,740.68
DE,1MS9A,1107,,0458,2025,01,32,930.75
DE,1V7A0,1000,,0008,2026,01,2,6.39
DE,1MS9A,1107,,0448,2026,01,22,2402.35
DE,1MS9A,1107,,0755,2026,01,5,21.6
DE,1NS90,1000,,0192,2026,01,4,416.28
DE,1MS9A,1107,,0286,2025,01,33,20571.5
DE,1P700,1000,,0075,2025,01,7,48.46
DE,1MS8B,1000,,0172,2025,01,7,30.66
AT,20500,1000,,0007,2026,01,2,329.5
DE,1P130,1000,,0439,2026,01,1,567.88
DE,1P59B,1001,,0489,2026,01,4,76.22
DE,1MS9A,1105,,0558,2025,01,24,407.18
DE,1N6G0,1000,,0437,2025,01,6,21.76
DE,1N550,1100,,0458,2026,01,5,175.88
DE,2V254,1000,,0141,2026,01,11,492.79
DE,1V860,1101,,0008,2025,01,1,206.35
DE,1NS90,1001,,0113,2025,01,2,57.35
AT,11300,1001,,0616,2026,01,2,189.22
DE,1NPK0,1001,,0063,2025,01,3,43.49
DE,1Q5E0,1000,,0455,2025,01,3,271.88
DE,1Q560,1000,,0060,2025,01,2,289.99
DE,1W220,1001,,0054,2025,01,2,8.1
DE,1Q5E0,1001,,0148,2026,01,1,481.26
DE,1N6G0,1000,,0177,2025,01,6,43.17
DE,1NS90,1000,,0604,2026,01,1,448.62
DE,1VRJ0,1001,,0544,2025,01,-1,-54.26
DE,1SC90,1000,,0177,2026,01,2,13
DE,1V860,1101,,0097,2025,01,2,101.18
DE,1N550,1104,,0192,2025,01,1,169.89
AT,11800,1000,,0296,2025,01,1,387.15
DE,1VPJ0,1109,,0056,2026,01,1,22.12
DE,1VPJ0,1000,,0465,2026,01,1,24.34
DE,1VPJ0,1000,,0109,2025,01,16,330.14
DE,1N5C0,1000,,0116,2025,01,64,116.17
DE,1MS9A,1107,,0432,2025,01,79,2956.73
DE,1N550,1108,,0105,2025,01,4,1060.66
DE,1VPJ0,1000,,0435,2025,01,8,125.74
DE,1NS90,1000,,0457,2026,01,9,291.84
DE,1W220,1000,,0063,2026,01,3,19.83
AT,11400,1000,,0452,2025,01,1,57.52
DE,1MS9A,1106,,0188,2025,01,6,5854
DE,1Q650,1001,,0500,2026,01,1,3.58
DE,1VPJ0,1100,,0201,2026,01,5,235.12
DE,1V860,1100,,0087,2026,01,2,222.52
DE,1Q5E0,1000,,0019,2026,01,15,251.09
DE,1N550,1000,,0583,2026,01,0,0
DE,1MS8A,1101,,0011,2026,01,3,116.83
DE,1P59B,1000,,0459,2025,01,89,419.42
DE,2V254,1000,,0019,2025,01,3,234.89
DE,1V830,1000,,0288,2025,01,3,1906.74
DE,1V860,1000,,0513,2025,01,5,155.88
DE,1SB10,1000,,0459,2026,01,16,155.74
DE,1W1B0,1000,,0021,2025,01,1,50.08
DE,1MS9A,1107,,0462,2026,01,4,642.36
AT,11800,1000,,0016,2026,01,1,126.98
DE,1W25A,1000,,0021,2025,01,1,232.76
DE,1VPJ0,1001,,0516,2026,01,3,91.83
DE,1VPJ0,1000,,0184,2025,01,3,257.92
DE,1P59B,1100,,0018,2025,01,4,2.68
DE,2V255,1000,,0459,2026,01,11,96.65
DE,1W1B0,1000,,0486,2025,01,1,2.48
DE,1P59B,1001,,0451,2026,01,3,128.76
DE,1NPK0,1100,,0143,2026,01,4,92.27
DE,1VPJB,1100,,0454,2025,01,1,19.19
DE,1VDJ0,1000,,0192,2025,01,1,222.82
DE,1VPJ0,1000,,0482,2026,01,2,12.2
DE,1SKH0,1000,,0010,2026,01,0,0
DE,1P620,1100,,0459,2025,01,1,15.21
DE,1V830,1000,,0519,2025,01,1,194.83
DE,1V7F0,1001,,0624,2026,01,1,458.68
DE,1SA90,1001,,0437,2025,01,1,192.92
DE,1MS9A,1107,,0465,2025,01,48,2797.03
DE,1SC90,1000,,0704,2025,01,4.75,48.4
DE,1N550,1107,,0002,2026,01,36,2510.66
AT,11800,1000,,0002,2025,01,24,1693.96
DE,1P59B,1000,,0019,2026,01,29,462.15
DE,1MS8B,1000,,0472,2026,01,4,36.32
DE,1MS9A,1106,,0041,2026,01,1,138.19
DE,1V7A0,1000,,0193,2025,01,4,540.33
DE,1N5C0,1001,,0139,2026,01,2,821.87
AT,11800,1000,,0187,2025,01,6,93.66
DE,1W1B0,1000,,0132,2026,01,19,331.15
DE,1V860,1001,,0567,2025,01,2,575.97
AT,11400,1109,,0143,2025,01,8,84.66
DE,1P700,1000,,0087,2026,01,6,964.38
DE,1N550,1104,,0553,2026,01,1,113.5
DE,1N550,1000,,0161,2025,01,-15,159.49
DE,1N550,1108,,0401,2026,01,2,1072.44
DE,1N700,1100,,0193,2026,01,1,162.72
DE,1N550,1108,,0453,2025,01,7,244.93
DE,1N6G0,1100,,0059,2026,01,3,474.69
DE,1SC90,1000,,0457,2025,01,6,70.46
DE,1Q650,1000,,0486,2025,01,4,7.61
AT,10000,1109,,0526,2026,01,1,51.33
AT,11800,1000,,0019,2025,01,20,118.01
DE,1NPK0,1000,,0060,2025,01,2,89.96
AT,10000,1100,,0612,2025,01,1,6.19
DE,1MS8B,1109,,0457,2025,01,1,13.84
DE,1MS8B,1000,,0193,2026,01,3,488.16
DE,1MS8A,1101,,0087,2025,01,2,144.7
DE,1SB10,1000,,0334,2025,01,1,65.03
DE,1VDJ0,1000,,0446,2026,01,1,9.72
AT,11800,1000,,0608,2025,01,1,40.58
DE,1MS8A,1001,,0567,2025,01,1,297.78
AT,11300,1000,,0551,2026,01,8,227.99
DE,1P59B,1001,,0506,2025,01,2,264.21
DE,1V7A0,1000,,0435,2025,01,1,1.79
DE,1NPK0,1001,,0522,2026,01,1,10.46
AT,11300,1001,,0506,2026,01,1,174.89
DE,1N6G0,1001,,0589,2026,01,1,6.71
DE,2V255,1100,,0547,2026,01,1,49.9
DE,1N550,1108,,0427,2025,01,0,0
DE,1V8A0,1000,,0193,2026,01,35,5236.82
DE,1W220,1000,,0002,2025,01,22,1582.95
DE,1VPJ0,1000,,0057,2025,01,2,292.16
DE,1V830,1000,,0083,2026,01,8,155.78
DE,1Q560,1000,,0472,2025,01,7,175
DE,1MS9A,1103,,0477,2026,01,7,960.95
DE,1VPJ0,1000,,0550,2026,01,16,10.43
DE,1MS9A,1103,,0129,2026,01,1,280.86
DE,1N550,1000,,0109,2025,01,31,429.86
DE,1VPJ0,1001,,0401,2025,01,4,2624.5
DE,1P59B,1000,,0482,2025,01,18,603.96
AT,20500,1000,,0081,2025,01,2,6.25
DE,1V8A0,1000,,0385,2026,01,1,25.07
DE,1P700,1000,,0059,2026,01,3,551.89
DE,1N5C0,1000,,0123,2025,01,22,49.71
DE,1MS8A,1100,,0459,2026,01,1,15.65
DE,1V830,1000,,0063,2026,01,9,93.63
DE,1P130,1100,,0018,2026,01,1,32.31
DE,1VDJ0,1100,,0197,2025,01,1,88.22
DE,1V8A0,1000,,0100,2026,01,8,103.1
DE,1V860,1100,,0557,2025,01,3,22.58
AT,10000,1100,,0547,2026,01,2,90.38
DE,1V7A0,1000,,0488,2025,01,1,2.76
DE,1P7B0,1001,,0016,2026,01,1,64.97
DE,2V255,1000,,0650,2026,01,4,266.25
DE,1N5C0,1001,,0558,2026,01,3,65.86
DE,1V7F0,1000,,0084,2026,01,4,46.49
DE,1MS9A,1107,,0385,2026,01,740,18573.5
DE,1V830,1000,,0097,2025,01,3,98.67
DE,1N550,1108,,0193,2026,01,35,5884.53
DE,1MS9A,1104,,0093,2025,01,7,8496.77
DE,1P59B,1000,,0570,2026,01,1,58.22
AT,10000,1100,,0201,2025,01,6,233.22
DE,1P6C0,1000,,0102,2025,01,36,335.92
DE,1P620,1000,,0161,2026,01,3,123.7
DE,1MS9A,1101,,0084,2025,01,9,117.85
DE,1MS9A,1109,,0408,2026,01,1,374.26
DE,1NS90,1001,,0501,2025,01,3,114.8
DE,1N550,1107,,0507,2026,01,3,190.26
DE,1MS9A,1107,,0529,2026,01,0,0
DE,1W25A,1001,,0455,2025,01,1,63.55
DE,1P6C0,1000,,0055,2025,01,3,65.36
AT,20500,1000,,0437,2025,01,1,3.6
DE,1Q560,1000,,0452,2025,01,2,254.92
DE,1N6G0,1000,,0300,2026,01,2,6889.22
DE,1VPJ0,1000,,0477,2025,01,1,153.33
DE,2V254,1000,,0182,2025,01,1,737.1
DE,1MS9A,1103,,0617,2026,01,1,286.48
DE,1NS90,1000,,0459,2026,01,5,90.06
DE,1P6C0,1001,,0506,2025,01,1,99.05
DE,1N550,1108,,0007,2025,01,1,178.38
DE,1V830,1100,,0285,2025,01,1,19.28
DE,1P620,1000,,0631,2025,01,2,43.1
DE,1N5C0,1001,,0186,2025,01,2,64.38
DE,1SC90,1109,,0085,2026,01,1,324.24
DE,1N6G0,1000,,0109,2025,01,21,446.62
DE,1MS9A,1104,,0470,2025,01,47,545.46
DE,1NS90,1000,,0704,2025,01,44.5,182.46
DE,1MS9A,1107,,0612,2025,01,24,983.64
DE,1N550,1108,,0455,2026,01,15,644.21
DE,1P59B,1000,,0132,2025,01,37,636.39
DE,1MS9A,1104,,0074,2025,01,25,1673.28
AT,11800,1000,,0358,2025,01,2,136
DE,1VRJ0,1000,,0108,2025,01,3,106.67
DE,1V830,1000,,0062,2025,01,4,76.9
DE,1VPJB,1000,,0558,2025,01,2,56.72
DE,1W220,1101,,0202,2026,01,1,417
DE,1V860,1109,,0432,2026,01,2,14.08
DE,1MS9A,1104,,0320,2026,01,3,152.81
DE,1N550,1107,,0590,2025,01,3,28.19
DE,1Q5E0,1000,,0029,2026,01,3,1480.77
DE,1W220,1000,,0296,2025,01,1,698.84
